"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WESD","WESF","WT01"
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-09-05",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-09-06",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-09-07",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-09-08",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-09-09",,,"0.92",,,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-09-10",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-09-11",,,"0.00",,,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-09-12",,,"0.05",,,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-09-13",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-09-14",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-09-15",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-09-16",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-09-17",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-09-18",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-09-19",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-09-20",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-09-21",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-09-22",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-09-23",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-09-24",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-09-25",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-09-26",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-09-27",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-09-28",,,"2.65",,,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-09-29",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-09-30",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-10-01",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-10-02",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-10-03",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-10-04",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-10-05",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-10-06",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-10-07",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-10-08",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-10-09",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-10-10",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-10-11",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-10-12",,,"0.10",,,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-10-13",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-10-14",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-10-15",,,"0.05",,,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-10-16",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-10-17",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-10-18",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-10-19",,,"0.08",,,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-10-20",,,"0.04",,,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-10-21",,,"0.21",,,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-10-22",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-10-23",,,"0.06",,,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-10-24",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-10-25",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-10-26",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-10-27",,,"0.78",,,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-10-28",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-10-29",,,"1.10","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-10-30",,,"0.06",,,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-10-31",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-11-01",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-11-02",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-11-03",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-11-04",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-11-05",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-11-06",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-11-07",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-11-08",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-11-09",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-11-10",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-11-11",,,"0.56",,,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-11-12",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-11-13",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-11-14",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-11-15",,,,"0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-11-17",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-11-18",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-11-19",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-11-20",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-11-21",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-11-22",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-11-23",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-11-24",,,"0.90",,,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-11-25",,,"1.42",,,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-11-26",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-11-27",,,"0.06",,,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-11-28",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-11-29",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-11-30",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-12-01",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-12-02",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-12-03",,,"0.00",,,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-12-04",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-12-05",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-12-06",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-12-07",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-12-08",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-12-09",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-12-10",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-12-11",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-12-12",,,"0.18",,,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-12-13",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-12-14",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-12-15",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-12-16",,,"0.00",,,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-12-17",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-12-18",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-12-19",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-12-20",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-12-21",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-12-22",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-12-23",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-12-24",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-12-25",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-12-26",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-12-27",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-12-28",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-12-29",,,"0.00","0.0",,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-12-30",,,"0.35",,,,,,,,
"US1MOFSA135","CALIFORNIA 0.3 SW, MO US","2020-12-31",,,"0.00","0.0",,,,,,,
"USC00231189","CALIFORNIA, MO US","2020-01-01",,,"0.00","0.0","0.0","47","30","47",,,
"USC00231189","CALIFORNIA, MO US","2020-01-02",,,"0.00","0.0","0.0","57","37","37",,,
"USC00231189","CALIFORNIA, MO US","2020-01-03",,,"0.00","0.0","0.0","53","37","38",,,
"USC00231189","CALIFORNIA, MO US","2020-01-04",,,"0.00","0.0","0.0","43","33","33",,,
"USC00231189","CALIFORNIA, MO US","2020-01-05",,,"0.00","0.0","0.0","42","30","39",,,
"USC00231189","CALIFORNIA, MO US","2020-01-06",,,"0.00","0.0","0.0","55","23","27",,,
"USC00231189","CALIFORNIA, MO US","2020-01-07",,,"0.00","0.0","0.0","45","25","32",,,
"USC00231189","CALIFORNIA, MO US","2020-01-08",,,"0.00","0.0","0.0","49","29","31",,,
"USC00231189","CALIFORNIA, MO US","2020-01-09",,,"0.00","0.0","0.0","54","31","54",,,
"USC00231189","CALIFORNIA, MO US","2020-01-10",,,"0.11","0.0","0.0","59","50","51",,,
"USC00231189","CALIFORNIA, MO US","2020-01-11",,,,"0.0","0.0","59","50","51",,,
"USC00231189","CALIFORNIA, MO US","2020-01-12",,,"0.18",,,"51","19","23",,,
"USC00231189","CALIFORNIA, MO US","2020-01-13",,,"0.00","0.0",,"31","23","31",,,
"USC00231189","CALIFORNIA, MO US","2020-01-14",,,"0.00","0.0","0.0","39","30","35",,,
"USC00231189","CALIFORNIA, MO US","2020-01-15",,,"0.00","0.0","0.0","55","35","48",,,
"USC00231189","CALIFORNIA, MO US","2020-01-16",,,"0.00","0.0","0.0","57","18","18",,,
"USC00231189","CALIFORNIA, MO US","2020-01-17",,,"0.00","0.0","0.0","30","18","27",,,
"USC00231189","CALIFORNIA, MO US","2020-01-18",,,"1.35","0.0","0.0","38","27","35",,,
"USC00231189","CALIFORNIA, MO US","2020-01-19",,,"0.00","0.0","0.0","35","13","15",,,
"USC00231189","CALIFORNIA, MO US","2020-01-20",,,"0.00","0.0","0.0","35","10","13",,,
"USC00231189","CALIFORNIA, MO US","2020-01-21",,,"0.06","1.0","1.0","16","7","16",,,
"USC00231189","CALIFORNIA, MO US","2020-01-22",,,"0.00","0.0","0.0","32","16","29",,,
"USC00231189","CALIFORNIA, MO US","2020-01-23",,,"0.18","1.0","1.0","33","28","33",,,
"USC00231189","CALIFORNIA, MO US","2020-01-24",,,"0.42","3.0","3.0","35","31","32",,,
"USC00231189","CALIFORNIA, MO US","2020-01-25",,,"0.00","0.0","2.0","33","30","30",,,
"USC00231189","CALIFORNIA, MO US","2020-01-26",,,"0.00","0.0","1.0","46","27","32",,,
"USC00231189","CALIFORNIA, MO US","2020-01-27",,,"0.00","0.0","0.0","41","26","27",,,
"USC00231189","CALIFORNIA, MO US","2020-01-28",,,"0.00","0.0","0.0","33","27","29",,,
"USC00231189","CALIFORNIA, MO US","2020-01-29",,,"0.11","1.0","1.0","31","28","28",,,
"USC00231189","CALIFORNIA, MO US","2020-01-30",,,"0.00","0.0","0.0","33","28","29",,,
"USC00231189","CALIFORNIA, MO US","2020-01-31",,,"0.00","0.0","0.0","35","29","34",,,
"USC00231189","CALIFORNIA, MO US","2020-02-01",,,"0.00","0.0","0.0","34","30","33",,,
"USC00231189","CALIFORNIA, MO US","2020-02-02",,,"0.00","0.0","0.0","51","33","45",,,
"USC00231189","CALIFORNIA, MO US","2020-02-03",,,"0.00","0.0","0.0","68","44","52",,,
"USC00231189","CALIFORNIA, MO US","2020-02-04",,,"0.00","0.0","0.0","71","36","36",,,
"USC00231189","CALIFORNIA, MO US","2020-02-05",,,"0.00","0.0","0.0","37","30","30",,,
"USC00231189","CALIFORNIA, MO US","2020-02-06",,,"0.41","3.0","3.0","30","24","24",,,
"USC00231189","CALIFORNIA, MO US","2020-02-07",,,"0.00","0.0","3.0","30","16","23",,,
"USC00231189","CALIFORNIA, MO US","2020-02-08",,,"0.00","0.0",,"35","22","25",,,
"USC00231189","CALIFORNIA, MO US","2020-02-09",,,"0.10","0.0",,"41","25","41",,,
"USC00231189","CALIFORNIA, MO US","2020-02-10",,,"0.20","0.0","0.0","53","28","28",,,
"USC00231189","CALIFORNIA, MO US","2020-02-11",,,"0.00","0.0","0.0","40","28","35",,,
"USC00231189","CALIFORNIA, MO US","2020-02-12",,,"0.00","0.0","0.0","43","32","34",,,
"USC00231189","CALIFORNIA, MO US","2020-02-13",,,"0.51",,"1.0","34","6","6",,,
"USC00231189","CALIFORNIA, MO US","2020-02-14",,,"0.00","0.0","1.0","34","0","5",,,
"USC00231189","CALIFORNIA, MO US","2020-02-15",,,"0.00","0.0",,"43","5","35",,,
"USC00231189","CALIFORNIA, MO US","2020-02-16",,,"0.00","0.0","0.0","47","31","36",,,
"USC00231189","CALIFORNIA, MO US","2020-02-17",,,"0.00","0.0","0.0","54","34","37",,,
"USC00231189","CALIFORNIA, MO US","2020-02-18",,,"0.04","0.0","0.0","56","32","33",,,
"USC00231189","CALIFORNIA, MO US","2020-02-19",,,"0.00","0.0","0.0","45","25","27",,,
"USC00231189","CALIFORNIA, MO US","2020-02-20",,,"0.00","0.0","0.0","45","12","18",,,
"USC00231189","CALIFORNIA, MO US","2020-02-21",,,"0.00","0.0","0.0",,"12","18",,,
"USC00231189","CALIFORNIA, MO US","2020-02-22",,,"0.00","0.0","0.0","34","18","32",,,
"USC00231189","CALIFORNIA, MO US","2020-02-23",,,"0.00","0.0","0.0","52","32","50",,,
"USC00231189","CALIFORNIA, MO US","2020-02-24",,,"0.67","0.0","0.0","61","40","44",,,
"USC00231189","CALIFORNIA, MO US","2020-02-25",,,"0.74","0.0","0.0","45","34","34",,,
"USC00231189","CALIFORNIA, MO US","2020-02-26",,,"0.15","1.0","1.0",,"29","29",,,
"USC00231189","CALIFORNIA, MO US","2020-02-27",,,"0.00","0.0","0.0","35","22","28",,,
"USC00231189","CALIFORNIA, MO US","2020-02-28",,,"0.00","0.0","0.0","49","25","38",,,
"USC00231189","CALIFORNIA, MO US","2020-02-29",,,"0.00","0.0","0.0","66","38","64",,,
"USC00231189","CALIFORNIA, MO US","2020-03-01",,,"0.00","0.0","0.0","66","36","50",,,
"USC00231189","CALIFORNIA, MO US","2020-03-02",,,"0.00","0.0","0.0","52","34","40",,,
"USC00231189","CALIFORNIA, MO US","2020-03-03",,,"0.00","0.0","0.0","52","37","43",,,
"USC00231189","CALIFORNIA, MO US","2020-03-04",,,"0.00","0.0","0.0","61","40","47",,,
"USC00231189","CALIFORNIA, MO US","2020-03-05",,,"0.00","0.0","0.0","55","35","41",,,
"USC00231189","CALIFORNIA, MO US","2020-03-06",,,"0.00","0.0","0.0","59","31","42",,,
"USC00231189","CALIFORNIA, MO US","2020-03-07",,,"0.00","0.0","0.0","54","32","54",,,
"USC00231189","CALIFORNIA, MO US","2020-03-08",,,"0.00","0.0","0.0","64","42","64",,,
"USC00231189","CALIFORNIA, MO US","2020-03-09",,,"0.45","0.0","0.0","71","47","49",,,
"USC00231189","CALIFORNIA, MO US","2020-03-10",,,"0.54","0.0","0.0","58","36","36",,,
"USC00231189","CALIFORNIA, MO US","2020-03-11",,,"0.00","0.0","0.0","45","36","39",,,
"USC00231189","CALIFORNIA, MO US","2020-03-12",,,"0.00","0.0","0.0","65","39","50",,,
"USC00231189","CALIFORNIA, MO US","2020-03-13",,,"0.13","0.0","0.0","62","37","38",,,
"USC00231189","CALIFORNIA, MO US","2020-03-14",,,"0.55","0.0","0.0","47","37","39",,,
"USC00231189","CALIFORNIA, MO US","2020-03-15",,,"0.05","0.0","0.0","39","34","36",,,
"USC00231189","CALIFORNIA, MO US","2020-03-16",,,"0.05","0.0","0.0","39","35","35",,,
"USC00231189","CALIFORNIA, MO US","2020-03-17",,,"0.03","0.0","0.0","44","35","41",,,
"USC00231189","CALIFORNIA, MO US","2020-03-18",,,"0.14","0.0","0.0","50","41","45",,,
"USC00231189","CALIFORNIA, MO US","2020-03-19",,,"0.92","0.0","0.0","62","45","60",,,
"USC00231189","CALIFORNIA, MO US","2020-03-20",,,"0.31","0.0","0.0","70","40","40",,,
"USC00231189","CALIFORNIA, MO US","2020-03-21",,,"0.00","0.0","0.0","40","26","31",,,
"USC00231189","CALIFORNIA, MO US","2020-03-22",,,"0.56","0.0","0.0","47","31","33",,,
"USC00231189","CALIFORNIA, MO US","2020-03-23",,,"0.31","0.0","0.0","40","33","40",,,
"USC00231189","CALIFORNIA, MO US","2020-03-24",,,"0.00","0.0","0.0","50","39","40",,,
"USC00231189","CALIFORNIA, MO US","2020-03-25",,,"0.40","0.0","0.0","46","40","42",,,
"USC00231189","CALIFORNIA, MO US","2020-03-26",,,"0.00","0.0","0.0","64","42","53",,,
"USC00231189","CALIFORNIA, MO US","2020-03-27",,,"0.00","0.0","0.0","78","53","59",,,
"USC00231189","CALIFORNIA, MO US","2020-03-28",,,"0.57","0.0","0.0","80","58","60",,,
"USC00231189","CALIFORNIA, MO US","2020-03-29",,,"0.00","0.0","0.0","76","45","46",,,
"USC00231189","CALIFORNIA, MO US","2020-03-30",,,"0.00","0.0","0.0","67","40","46",,,
"USC00231189","CALIFORNIA, MO US","2020-03-31",,,"0.00","0.0","0.0","68","46","48",,,
"USC00231189","CALIFORNIA, MO US","2020-04-01",,,"0.00","0.0","0.0","64","42","43",,,
"USC00231189","CALIFORNIA, MO US","2020-04-02",,,"0.00","0.0","0.0","69","43","53",,,
"USC00231189","CALIFORNIA, MO US","2020-04-03",,,"0.00","0.0","0.0","74","53","57",,,
"USC00231189","CALIFORNIA, MO US","2020-04-04",,,"0.30","0.0","0.0","57","33","34",,,
"USC00231189","CALIFORNIA, MO US","2020-04-05",,,"0.00","0.0","0.0","42","33","42",,,
"USC00231189","CALIFORNIA, MO US","2020-04-06",,,"0.00","0.0","0.0","54","42","52",,,
"USC00231189","CALIFORNIA, MO US","2020-04-07",,,"0.00","0.0","0.0","72","52","64",,,
"USC00231189","CALIFORNIA, MO US","2020-04-08",,,"0.00","0.0","0.0","83","58","60",,,
"USC00231189","CALIFORNIA, MO US","2020-04-09",,,"0.00","0.0","0.0","87","44","48",,,
"USC00231189","CALIFORNIA, MO US","2020-04-10",,,"0.00","0.0","0.0","59","31","34",,,
"USC00231189","CALIFORNIA, MO US","2020-04-11",,,"0.22","0.0","0.0","62","33","35",,,
"USC00231189","CALIFORNIA, MO US","2020-04-12",,,"0.00","0.0","0.0","63","32","58",,,
"USC00231189","CALIFORNIA, MO US","2020-04-13",,,"0.18","0.0","0.0","67","30","32",,,
"USC00231189","CALIFORNIA, MO US","2020-04-14",,,"0.00","0.0","0.0","44","32","35",,,
"USC00231189","CALIFORNIA, MO US","2020-04-15",,,"0.00","0.0","0.0","50","35","40",,,
"USC00231189","CALIFORNIA, MO US","2020-04-16",,,"0.00","0.0","0.0","51","39","42",,,
"USC00231189","CALIFORNIA, MO US","2020-04-17",,,"0.32","0.0","0.0","60","39","39",,,
"USC00231189","CALIFORNIA, MO US","2020-04-18",,,"0.00","0.0","0.0","41","28","40",,,
"USC00231189","CALIFORNIA, MO US","2020-04-19",,,"0.00","0.0","0.0","63","40","53",,,
"USC00231189","CALIFORNIA, MO US","2020-04-20",,,"0.00","0.0","0.0","68","40","47",,,
"USC00231189","CALIFORNIA, MO US","2020-04-21",,,"0.00","0.0","0.0","68","47","51",,,
"USC00231189","CALIFORNIA, MO US","2020-04-22",,,"0.00","0.0","0.0","68","48","54",,,
"USC00231189","CALIFORNIA, MO US","2020-04-23",,,"0.52","0.0","0.0","65","53","53",,,
"USC00231189","CALIFORNIA, MO US","2020-04-24",,,"0.06","0.0","0.0","69","48","55",,,
"USC00231189","CALIFORNIA, MO US","2020-04-25",,,"1.15","0.0","0.0","74","50","51",,,
"USC00231189","CALIFORNIA, MO US","2020-04-26",,,"0.09","0.0","0.0","61","41","50",,,
"USC00231189","CALIFORNIA, MO US","2020-04-27",,,"0.20","0.0","0.0","69","50","50",,,
"USC00231189","CALIFORNIA, MO US","2020-04-28",,,"0.04","0.0","0.0","73","50","59",,,
"USC00231189","CALIFORNIA, MO US","2020-04-29",,,"0.51","0.0","0.0","81","51","51",,,
"USC00231189","CALIFORNIA, MO US","2020-04-30",,,"0.18","0.0","0.0","59","46","52",,,
"USC00231189","CALIFORNIA, MO US","2020-05-01",,,"0.00","0.0","0.0","70","46","56",,,
"USC00231189","CALIFORNIA, MO US","2020-05-02",,,"0.00","0.0","0.0","78","56","58",,,
"USC00231189","CALIFORNIA, MO US","2020-05-03",,,"0.00","0.0","0.0","85","57","66",,,
"USC00231189","CALIFORNIA, MO US","2020-05-04",,,"0.00","0.0","0.0","73","50","57",,,
"USC00231189","CALIFORNIA, MO US","2020-05-05",,,"0.60","0.0","0.0","66","50","51",,,
"USC00231189","CALIFORNIA, MO US","2020-05-06",,,"0.00","0.0","0.0","70","46","47",,,
"USC00231189","CALIFORNIA, MO US","2020-05-07",,,"0.00","0.0","0.0","59","43","52",,,
"USC00231189","CALIFORNIA, MO US","2020-05-08",,,"0.31","0.0","0.0","67","48","48",,,
"USC00231189","CALIFORNIA, MO US","2020-05-09",,,"0.00","0.0","0.0","59","38","55",,,
"USC00231189","CALIFORNIA, MO US","2020-05-10",,,"0.00","0.0","0.0","64","44","48",,,
"USC00231189","CALIFORNIA, MO US","2020-05-11",,,"0.00","0.0","0.0","59","37","45",,,
"USC00231189","CALIFORNIA, MO US","2020-05-12",,,"0.00","0.0","0.0","59",,"46",,,
"USC00231189","CALIFORNIA, MO US","2020-05-13",,,"0.03","0.0","0.0","50","46","49",,,
"USC00231189","CALIFORNIA, MO US","2020-05-14",,,"0.00","0.0","0.0","64","49","64",,,
"USC00231189","CALIFORNIA, MO US","2020-05-15",,,"0.53","0.0","0.0","80","60","60",,,
"USC00231189","CALIFORNIA, MO US","2020-05-16",,,"0.00","0.0","0.0","71","60","64",,,
"USC00231189","CALIFORNIA, MO US","2020-05-17",,,"0.02","0.0","0.0","74","64","66",,,
"USC00231189","CALIFORNIA, MO US","2020-05-18",,,"0.00","0.0","0.0","71","53","55",,,
"USC00231189","CALIFORNIA, MO US","2020-05-19",,,"0.02","0.0","0.0","62","54","55",,,
"USC00231189","CALIFORNIA, MO US","2020-05-20",,,"0.00","0.0","0.0","66","55","58",,,
"USC00231189","CALIFORNIA, MO US","2020-05-21",,,"0.00","0.0","0.0","70","58","59",,,
"USC00231189","CALIFORNIA, MO US","2020-05-22",,,"0.00","0.0","0.0","67","57","62",,,
"USC00231189","CALIFORNIA, MO US","2020-05-23",,,"0.00","0.0","0.0","73","61","70",,,
"USC00231189","CALIFORNIA, MO US","2020-05-24",,,"0.00","0.0","0.0","85","64","75",,,
"USC00231189","CALIFORNIA, MO US","2020-05-25",,,"0.15","0.0","0.0","87","63","71",,,
"USC00231189","CALIFORNIA, MO US","2020-05-26",,,"0.32","0.0","0.0","84","67","70",,,
"USC00231189","CALIFORNIA, MO US","2020-05-27",,,"0.12","0.0","0.0","79","64","66",,,
